1238, 61, 16, 41, 5, 0.7922077922077922, 0.9242424242424242
1884, 68, 13, 89, 18, 0.8395061728395061, 0.7906976744186046
1272, 52, 4, 68, 3, 0.9285714285714286, 0.9454545454545454
2340, 118, 5, 107, 4, 0.959349593495935, 0.9672131147540983
3772, 150, 28, 166, 33, 0.8426966292134831, 0.819672131147541
1058, 39, 8, 54, 4, 0.8297872340425532, 0.9069767441860465
1278, 51, 10, 58, 8, 0.8360655737704918, 0.864406779661017
1724, 76, 1, 95, 0, 0.987012987012987, 1.0
1206, 45, 9, 57, 9, 0.8333333333333334, 0.8333333333333334
2538, 108, 28, 89, 28, 0.7941176470588235, 0.7941176470588235
1200, 51, 5, 57, 7, 0.9107142857142857, 0.8793103448275862
2492, 112, 17, 103, 17, 0.8682170542635659, 0.8682170542635659
1490, 64, 11, 66, 8, 0.8533333333333334, 0.8888888888888888
2904, 103, 24, 126, 37, 0.8110236220472441, 0.7357142857142858
1284, 51, 13, 51, 13, 0.796875, 0.796875
1208, 56, 1, 62, 1, 0.9824561403508771, 0.9824561403508771
7028, 311, 15, 362, 14, 0.9539877300613497, 0.9569230769230769
1062, 44, 7, 48, 7, 0.8627450980392157, 0.8627450980392157
1374, 57, 8, 61, 11, 0.8769230769230769, 0.8382352941176471
1270, 47, 13, 58, 9, 0.7833333333333333, 0.8392857142857143
2612, 110, 22, 112, 17, 0.8333333333333334, 0.8661417322834646
1256, 0, 0, 56, 69, 0, 0
1952, 87, 13, 77, 18, 0.87, 0.8285714285714286
1804, 0, 0, 89, 91, 0, 0
1246, 0, 0, 51, 73, 0, 0
1362, 64, 8, 59, 5, 0.8888888888888888, 0.927536231884058
2102, 94, 15, 90, 11, 0.8623853211009175, 0.8952380952380953
1096, 41, 7, 53, 8, 0.8541666666666666, 0.8367346938775511
1810, 78, 13, 76, 14, 0.8571428571428571, 0.8478260869565217
2778, 139, 7, 126, 5, 0.952054794520548, 0.9652777777777778
1014, 0, 0, 36, 65, 0, 0
2162, 92, 23, 83, 18, 0.8, 0.8363636363636363
1642, 76, 10, 66, 12, 0.8837209302325582, 0.8636363636363636
1524, 61, 14, 68, 9, 0.8133333333333334, 0.8714285714285714
1162, 47, 8, 52, 9, 0.8545454545454545, 0.8392857142857143
2130, 0, 0, 95, 118, 0, 0
1256, 58, 7, 53, 7, 0.8923076923076924, 0.8923076923076924
1526, 73, 5, 67, 7, 0.9358974358974359, 0.9125
1400, 0, 0, 69, 71, 0, 0
1128, 51, 6, 49, 6, 0.8947368421052632, 0.8947368421052632
1236, 53, 9, 53, 8, 0.8548387096774194, 0.8688524590163934
1282, 50, 14, 59, 5, 0.78125, 0.9090909090909091
1068, 36, 10, 55, 5, 0.782608695652174, 0.8780487804878049
1196, 65, 6, 48, 0, 0.9154929577464789, 1.0
